Program_Code,Institution_Name,departments,Programme_Name,Cutoff_2023,Cutoff_2022,Subject_1,Subject_2,Subject_3,Subject_4
1600135,ALUPE UNIVERSITY,Education,BACHELOR OF EDUCATION (ARTS),27.787,26.318,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
3890135,KOITALEEL SAMOEI UNIVERSITY COLLEGE,Education,BACHELOR OF EDUCATION (ARTS),26.62,23.272,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1066135,MANAGEMENT UNIVERSITY OF AFRICA,Education,BACHELOR OF EDUCATION ARTS,-,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1082135,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Education,BACHELOR OF EDUCATION ARTS,30.054,30.315,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1107135,ST PAULS UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS,23.857,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1240135,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Education,BACHELOR OF EDUCATION ARTS,27.526,27.652,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1279135,MOUNT KENYA UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS,27.323,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1425135,ZETECH UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS,23.305,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1530135,"MARIST INTERNATIONAL UNIVERSITY
COLLEGE",Education,BACHELOR OF EDUCATION ARTS,21.858,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1685135,THARAKA UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS,26.777,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1700135,BOMET UNIVERSITY COLLEGE,Education,BACHELOR OF EDUCATION ARTS,26.78,25.757,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
3895135,ISLAMIC UNIVERSITY OF KENYA,Education,BACHELOR OF EDUCATION ARTS,21.858,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1053135,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Education,BACHELOR OF EDUCATION (ARTS)WITH IT,29.533,29.225,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1162137,DAYSTAR UNIVERSITY,Education,BACHELOR OF EDUCATION (MAJOR ACCOUNTING AND BUSINESS ADMINISTRATION),22.935,22.358,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1079494,KIRINYAGA UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS,28.171,26.153,"HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE
(316)/ENG(101)/KIS(102)/
MAT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(
502)/ARB(503)/KSL(504)/M
UC(511)/ACC(561)/COM(5
62)/BST(565):C+","HAG(311)/GEO(312)/CRE(3
13)/IRE(314)/HRE(315)/SEE(
316)/ENG(101)/KIS(102)/M
AT A(121)/MAT
B(122)/HSC(441)/ARD(442)
/CMP(451)/FRE(501)/GER(5
02)/ARB(503)/KSL(504)/MU
C(511)/ACC(561)/COM(562
)/BST(565):C+",,
1105136,CHUKA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY & SECURITY STUDIES),26.631,30.721,,,,
1165136,MAASAI MARA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND PENOLOGY),22.449,26.573,,,,
1057136,EGERTON UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),28.019,30.426,,,,
1087136,KISII UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,27.342,,,,
1093136,UNIVERSITY OF EMBU,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,26.443,,,,
1176136,LAIKIPIA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,25.44,,,,
1685136,THARAKA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND SECURITY STUDIES),22.449,22.916,,,,
1229136,MASENO UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (CRIMINOLOGY, WITH IT)",25.524,30.192,,,,
1515136,TOM MBOYA UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS (CRIMINOLOGY, WITH IT)",22.449,24.222,,,,
1244136,KARATINA UNIVERSITY,Arts & Humanities,"BACHELOR OF ARTS IN CRIMINOLOGY, CRIMINAL JUSTICE AND PUBLIC SAFETY",22.449,26.271,,,,
1082136,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Other,BACHELOR OF CRIMINOLOGY,23.602,28.482,,,,
1108136,KIBABII UNIVERSITY,Other,BACHELOR OF CRIMINOLOGY,22.449,26.286,,,,
1246136,MURANG'A UNIVERSITY OF TECHNOLOGY,Pure Sciences,BACHELOR OF SCIENCE (CRIMINOLOGY AND SECURITY STUDIES),22.449,22.916,,,,
1078136,AFRICA NAZARENE UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN CRIMINAL JUSTICE AND SECURITY MANAGEMENT,22.449,25.041,,,,
1107136,ST PAULS UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN CRIMINAL JUSTICE AND SECURITY MANAGEMENT,22.449,22.916,,,,
1470136,KAIMOSI FRIENDS UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND CRIMINAL JUSTICE),22.449,24.62,,,,
1570136,TURKANA UNIVERSITY COLLEGE,Arts & Humanities,BACHELOR OF ARTS (CRIMINOLOGY AND CRIMINAL JUSTICE),22.449,22.916,,,,
1077136,KENYA METHODIST UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (CRIMINOLOGY AND SECURITY MANAGEMENT),22.449,22.916,,,,
1103136,KCA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN CRIMINOLOGY,22.449,22.916,,,,
1229137,MASENO UNIVERSITY,Education,"BACHELOR OF EDUCATION (SCIENCE, WITH IT)",35.041,36.459,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1515137,TOM MBOYA UNIVERSITY,Education,"BACHELOR OF EDUCATION (SCIENCE, WITH IT)",27.083,23.928,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1057137,EGERTON UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),35.289,35.282,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1061137,KABARAK UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),23.662,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1073137,RONGO UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),28.565,27.259,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1077137,KENYA METHODIST UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),24.256,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1082137,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Education,BACHELOR OF EDUCATION (SCIENCE),32.607,33.962,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1087137,KISII UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),31.945,32.322,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1091137,TAITA TAVETA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),23.842,23.764,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1093137,UNIVERSITY OF EMBU,Education,BACHELOR OF EDUCATION (SCIENCE),31.01,30.482,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1096137,GARISSA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),23.419,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1105137,CHUKA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),34.392,35.446,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1108137,KIBABII UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),31.88,31.948,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1111137,KENYATTA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),37.208,37.778,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1114137,UNIVERSITY OF ELDORET,Education,BACHELOR OF EDUCATION (SCIENCE),32.77,34.416,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1117137,PWANI UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),31.292,31.965,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1118137,UNIVERSITY OF KABIANGA,Education,BACHELOR OF EDUCATION (SCIENCE),31.005,31.504,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1165137,MAASAI MARA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),31.29,32.02,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1166137,SOUTH EASTERN KENYA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),27.259,24.438,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1169137,"KENYA HIGHLANDS EVANGELICAL
UNIVERSITY",Education,BACHELOR OF EDUCATION (SCIENCE),-,-,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1170137,MACHAKOS UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),31.551,33.362,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1176137,LAIKIPIA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),31.846,31.823,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1181137,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Education,BACHELOR OF EDUCATION (SCIENCE),23.598,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1196137,"PRESBYTERIAN UNIVERSITY OF EAST
AFRICA",Education,BACHELOR OF EDUCATION (SCIENCE),21.858,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1240137,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Education,BACHELOR OF EDUCATION (SCIENCE),30.588,30.648,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1244137,KARATINA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),30.945,30.097,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1246137,MURANG'A UNIVERSITY OF TECHNOLOGY,Education,BACHELOR OF EDUCATION (SCIENCE),31.895,31.162,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1253137,MOI UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),34.603,35.434,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1263137,UNIVERSITY OF NAIROBI,Education,BACHELOR OF EDUCATION (SCIENCE),36.127,37.073,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1279137,MOUNT KENYA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),22.824,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1470137,KAIMOSI FRIENDS UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),29.006,29.438,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1475137,TANGAZA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),21.858,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1480137,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",Education,BACHELOR OF EDUCATION (SCIENCE),23.601,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1495137,LUKENYA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),21.858,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1570137,TURKANA UNIVERSITY COLLEGE,Education,BACHELOR OF EDUCATION (SCIENCE),24.164,22.358,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1600137,ALUPE UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),27.354,24.572,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1685137,THARAKA UNIVERSITY,Education,BACHELOR OF EDUCATION (SCIENCE),23.361,23.992,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
3890137,KOITALEEL SAMOEI UNIVERSITY COLLEGE,Education,BACHELOR OF EDUCATION (SCIENCE),-,-,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
1053137,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Education,BACHELOR OF EDUCATION (SCIENCE WITH IT),30.153,29.888,"BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+","BIO(231)/PHY(232)/CHE(23
3)/MAT A(121):C+",,
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
1249140,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE (MARINE ENGINEERING),35.669,37.795,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+
1114141,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE (WOOD SCIENCE AND INDUSTRIAL PROCESSES),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1105142,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (WILDLIFE ENTERPRISE MANAGEMENT),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1057142,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (WILDLIFE ENTERPRISES & MANAGEMENT),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1165142,MAASAI MARA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT),15.864,-,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1114143,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT),15.864,17.043,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1263143,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (WILDLIFE MANAGEMENT AND CONSERVATION),15.864,28.635,BIO(231)/AGR(443):C+,CHE(233):C,"MAT
A(121)/PHY(232)/GEO(312):C",
1093144,UNIVERSITY OF EMBU,Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,-,,,,
1107144,ST PAULS UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,22.916,,,,
1162144,DAYSTAR UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,22.916,,,,
1166144,SOUTH EASTERN KENYA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,24.682,,,,
1253144,MOI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,28.081,,,,
1480144,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,22.916,,,,
1165144,MAASAI MARA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (SOCIAL WORK),22.449,24.532,,,,
1082145,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Other,BACHELOR OF SOCIAL WORK,22.449,25.199,,,,
